clinical_trial	gender	ethnicity	brief_title	initial_data_release_version_number	program_name	latest_data_release_version	arm_name	lab_test_panel_count	assay_method_count	clinicaltrials_link	pubmed_id	age_range	planned_visit_total_count	arm_accession	minimum_age	has_lab_test	latest_data_release_date	gender_included	analyte_preferred_count	maximum_age	research_focus	contract_grant_external_id	latest_data_release_version_number	race	actual_enrollment	initial_data_release_date	brief_description	biosample_type	shared_subject_count	max_age	study_accession	contract_grant_name	study_pi	species	initial_data_release_version	condition_or_disease	has_assessment	assessment_panel_count	age_unit	assay_method	min_age	doi
N			Spatiotemporally organized immunomodulatory response to SARS-CoV-2 virus in primary human broncho-alveolar epithelia	53.0	SeroNet	DR53	SARS-CoV-2 infection of lung organoid cultures;Mock infection of lung organoid cultures		Flow Cytometry (0);Immunohistochemistry (0);RNA sequencing (0);Transcription Profiling by NanoString (0);Virus Plaque Assay (0)		37520727	34.0-54.0	1	ARM10012;ARM10011	34	N	2024-09-26			54	Infection Response	U54CA260560	53.0			2024-09-26	To study the kinetics and dynamics of immune response to SARS-CoV-2 infection using primary human air-liquid interface cultures representing the lung broncho-alveolar epithelia.			54.0	SDY2776	Vulnerability of SARS- CoV-2 Infection in Lung Cancer Based on Serological Antibody Analyses	Adolfo Garcia-sastre: Icahn School of Medicine at Mount Sinai;Michael Schotsaert: Icahn School of Medicine at Mount Sinai		DR53	COVID-19	N		Years	RNA sequencing;Transcription Profiling by NanoString;Flow Cytometry;Immunohistochemistry;Virus Plaque Assay	34.0	10.21430/M3JBPQ0SP8
N			Respiratory mucosal immunity against SARS-CoV-2 following mRNA vaccination	48.0	SeroNet	DR49	Mice immunized with two doses of mRNA-S + Ad5-S;Mice immunized with three doses of mRNA-S;Convalescent individuals;Healthy donors;Mice immunized with three doses of mRNA-S + cGAMP;Mice immunized with two doses of mRNA-S;Mice immunized with PBS (control);Vaccinated individuals		ELISA (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0)		35857583	39.0-85.0	4	ARM7166;ARM7171;ARM7167;ARM7170;ARM7169;ARM7172;ARM7168;ARM7165	  39.00	N	2023-08-25			  85.00		U54CA260582	49.0		8	2023-05-31	To compare traditional humoral and cellular immune response with mucosal immune response to vaccination or infection (convalescent) and to test intranasal vaccination in a mouse model.			85.0	SDY2221	Center for Serological Testing to Improve Outcomes from Pandemic COVID-19 (STOP-COVID)	Shan-lu Liu: Ohio State University		DR48	COVID-19	N		Years	ELISA;Flow Cytometry;Pseudovirus Neutralization Assay	39.0	10.21430/M3N3Q6QZUY
N			Exposure of progressive immune dysfunction by SARS-CoV-2 mRNA vaccination in patients with chronic lymphocytic leukemia: A prospective cohort study	49.1	SeroNet	DR52	Chronic lymphocytic leukemia (CLL) patients;Healthy controls		Cell Mediated Immunoassay (0);ELISA (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0)		37384638	41.0-78.0	2	ARM7898;ARM7897	41	N	2024-06-27			78	Vaccine Response	U01CA260462	52.0			2023-09-28	To probe the underlying mechanisms of immune dysfunction in chronic lymphocytic leukemia (CLL) patients with varying degrees of disease progression by studying both humoral and cellular immune responses to SARS-CoV-2 mRNA vaccination.			78.0	SDY2389	Adaptive Immunity and Persistent SARS-CoV-2 Replication	Randall Davis: University of Alabama at Birmingham		DR49.1	COVID-19	N		Years	ELISA;Flow Cytometry;Cell Mediated Immunoassay;Pseudovirus Neutralization Assay	41.0	10.21430/M3PV8VPKP0
N			Intravenous BCG vaccination reduces SARS-CoV-2 severity and promotes extensive reprogramming of lung immune cells	51.2	SeroNet	DR51.2	Control hamsters;Golden Syrian hamster with Bacillus Calmette-Guérin (BCG) Vaccination;Golden Syrian hamster with Bacillus Calmette-Guérin (BCG) Vaccination + SARS_CoV2 Challenge;Golden Syrian hamster with Placebo vaccination + SARS-CoV2 challenge		ELISA (0);Flow Cytometry (0);Immunohistochemistry (0);Neutralizing Antibody Titer Assay (0);Other (0);PCR (0);RNA sequencing (0)		37674985	0.0-89.0	8	ARM9265;ARM9268;ARM9266;ARM9267	0	N	2024-05-23			89	Vaccine Response	U54CA260492	51.2			2024-05-23	To test intravenous BCG vaccination against COVID-19 using the golden Syrian hamster model.			89.0	SDY2654	Johns Hopkins Excellence in Pathogenesis and Immunity Center for SARS-CoV-2 (JH-EPICS)	Sabra Klein: Johns Hopkins University;Andrew Pekosz: Johns Hopkins University		DR51.2	COVID-19	N		Years	Other;RNA sequencing;ELISA;Neutralizing Antibody Titer Assay;Flow Cytometry;PCR;Immunohistochemistry	0.0	10.21430/M37N1W8UXX
N			Immunogenicity of BA.5 Bivalent mRNA Vaccine Boosters	53.0	SeroNet	DR53	Bivalent mRNA booster;Monovalent mRNA booster		Chemiluminescent Assay (0);ELISA (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0)		36630611	25.0-77.0	2	ARM10054;ARM10055	25	N	2024-09-26			77	Vaccine Response	U01CA260476	53.0			2024-09-26	To evaluate the immunogenicity of the BA.5-containing bivalent mRNA boosters in monovalent and bivalent boosted individuals.			77.0	SDY2792	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Dan Barouch: Beth Israel Deaconess Medical Center;Ai-ris Collier: Beth Israel Deaconess Medical Center;Michaela Sciacca: Beth Israel Deaconess Medical Center		DR53	COVID-19	N		Years	ELISA;Flow Cytometry;Chemiluminescent Assay;Pseudovirus Neutralization Assay	25.0	10.21430/M3GSREONEE
N	Female;Male	Hispanic or Latino;Not Hispanic or Latino	Systems scale interactive exploration reveals quantitative and qualitative differences in response to 2009-2010 Fluzone influenza vaccine and pneumococcal vaccine	6.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR52.1	Study group 2 Pneunomax23;Study group 2 2009-2010 Fluzone;Study group 1 2009-2010 Fluzone;Study group 2 Saline;Study group 1 Saline;Study group 1 Pneunomax23;Study group 3 Pneunomax23;Study group 3 2009-2010 Fluzone	Blood Cell Count (1836)	Flow Cytometry (2208);Hemagglutination Inhibition (66);Luminex xMAP (229);Nanostring (18);Neutralizing Antibody Titer Assay (27);Transcription profiling by array (703);Virus Neutralization (89)		23601689	22.0-49.0	17	ARM775;ARM776;ARM774;ARM779;ARM780;ARM778;ARM777;ARM773	  22.00	Y	2024-07-25	Female, Male	CCL22 (182);CSF3 (182);Eotaxin (182);GMCSF (182);GRO (182);IFNA2 (182);IFNG (182);IL10 (182);IL12p40 (182);IL12p70 (182);IL13 (182);IL15 (182);IL17A (182);IL1A (182);IL1B (182);IL1R1 (182);IL2 (182);IL2RA (182);IL3 (182);IL4 (182);IL5 (182);IL6 (182);IL7 (182);IL8 (182);IL9 (182);IP-10 (182);MCP1 (182);MCP3 (182);MIP1A (182);MIP1B (182);PDGFA (182);RANTES (182);TGFA (182);TNFA (182);TNFB (182);VEGFA (182)	  49.00	Vaccine Response	AI089987	52.1	White;Black or African American;Asian	46	2013-12-18	Systems approach to study immune response to seasonal influenza and 23-valent pneumoccocal vaccination in healthy adults.	Serum;Protein;Whole blood		49.0	SDY180	Systems Analysis Vaccine Responses in Healthy and Hyporesponsive Humans	A. Karolina Palucka: Baylor Reasearch Institute	Homo sapiens	DR6	influenza;healthy;Streptococcus pneumonia	N		Years	Transcription profiling by array;Virus Neutralization;Neutralizing Antibody Titer Assay;Flow Cytometry;Luminex xMAP;Hemagglutination Inhibition;Nanostring	22.0	10.21430/M3I44H8R17
N	Female;Male	Hispanic or Latino;Not Hispanic or Latino	Cytotoxic T cells targeting spike glycoprotein are associated with hybrid immunity to SARS-CoV-2	48.0	NIH Program	DR48	Convalescent;Naïve		Flow Cytometry (300)			25.0-77.0	2	ARM6987;ARM6988	  25.00	N	2023-05-31		CCR7 (300);CD107a (300);CD14 (300);CD154 (300);CD19 (300);CD3 (300);CD38 (300);CD4 (300);CD45RA (300);CD8b (300);HLADR (300);IFNG (300);IL13 (300);IL17A (300);IL2 (300);IL4 (300);IL5 (300);TNFA (300)	  77.00	Immune Response	AI125189	48.0	Other;Unknown;Black or African American;White;Asian;Native Hawaiian or Other Pacific Islander	30	2023-05-31	FCS and workspace files from ICS experiments	PBMC	SDY1680 (3)	77.0	SDY2159	Qualification Of Assays To Measure Human T-Cell Responses Against Mycobacterial Lipid Antigens	Chetan Seshadri: University of Washington	Homo sapiens	DR48	COVID-19	N		Years	Flow Cytometry	25.0	10.21430/M3I68FWBGK
N	Male		Self-recognition drives the preferential accumulation of promiscuous CD4+ T-cells in aged mice	15.0	Protective Immunity in Special Populations	DR15	Deshpande_eLife_2015_Adult;Deshpande_eLife_2015_Old		Flow Cytometry (0)		26173205	0.33-1.83	1	ARM2923;ARM2924	   4.00	N	2015-09-18	Male		  22.00	Immune Response	HHSN272201100017C 	15.0		6	2015-09-18	T-cell recognition of self and foreign peptide antigens presented in MHC molecules (pMHC) is essential for life-long immunity. How the ability of the CD4+ T-cell compartment to bind self- and foreign-pMHC changes over the lifespan remains a fundamental aspect of T-cell biology that is largely unexplored. We report that, while old mice (18-22 months) contain fewer CD4+ T-cells compared with adults (8-12 weeks), those that remain have a higher intrinsic affinity for self-pMHC, as measured by CD5 expression. Old mice also have more cells that bind individual or multiple distinct foreign-pMHCs, and the fold increase in pMHC-binding populations is directly related to their CD5 levels. These data demonstrate that the CD4+ T-cell compartment preferentially accumulates promiscuous constituents with age as a consequence of higher affinity T-cell receptor interactions with self-pMHC.			1.83	SDY663	Immunological basis of age-related vulnerability in biodefense and emerging infections SP2 UAz	Michael Kuhns: University of Arizona;Neha Deshpande: University of Arizona	Mus musculus	DR15	Aging	N		Months	Flow Cytometry	0.33	10.21430/M3SR2T3WZF
N			COVID-19 mRNA vaccines drive differential antibody Fc-functional profiles in pregnant, lactating, and nonpregnant women	51.1	SeroNet	DR51.1	Nonpregnant women;Pregnant women;Lactating women		Flow Cytometry (0);Multiplex Bead Array Assay (0)		34664972	18.0-45.0	4	ARM9052;ARM9050;ARM9051	18	N	2024-04-25			45	Vaccine Response	U01CA260476	51.1			2024-04-25	To determine whether pregnant and lactating women induce different antibody Fc profiles compared with nonpregnant women and to measure the transfer of vaccine-induced antibodies to neonates.			45.0	SDY2606	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Galit Alter: Ragon Institute of Mgh, Mit And Harvard;Caroline Atyeo: Harvard T.h. Chan School of Public Health		DR51.1	COVID-19	N		Years	Flow Cytometry;Multiplex Bead Array Assay	18.0	10.21430/M3ES2OLH9U
N	Not Specified		Dendritic cells and TH2 differentiation in vivo	7.0	Modeling Immunity for Biodefense I	DR52.1	Duke_Emory_Exp7_nanoparticle-TEMPOL;Duke_Emory_Exp9_wt-sp-papain;Duke_Emory_Exp7_DMSO;Duke_Emory_Exp7_papain_day3;Duke_Emory_Exp7_LPS earcut 5h;Duke_Emory_Exp7_papain_day4;Duke_Emory_Exp7_LPS intact;Duke_Emory_Exp13_papain-A488;Duke_Emory_Exp7_nanoparticle-blank control;Duke_Emory_Exp8_DTR litermate with DT;Duke_Emory_Exp9_langerin-DTR-sp-CpG;Duke_Emory_Exp9_langerin-DTR-sp-PBS;Duke_Emory_Exp13_PLGA-A488;Duke_Emory_Exp9_wt-LN-LPS;Duke_Emory_Exp8_CD11c-DTR_100ngDT;Duke_Emory_Exp9_wt-LN-papain;Duke_Emory_Exp8_no OT II CD111cDTR 100ng DT;Duke_Emory_Exp7_PTX inhibitor;Duke_Emory_Exp9_wt-sp-LPS;Duke_Emory_Exp7_papain earcut 48h;Duke_Emory_Exp7_LPS_day2;Duke_Emory_Exp7_earcut_4get;Duke_Emory_Exp7_LPS_day1;Duke_Emory_Exp8_10000 OT II CD11cDTR-100ngDT;Duke_Emory_Exp36_PBS_WT;Duke_Emory_Exp36_CpG_4get;Duke_Emory_Exp7_papain earcut 5h;Duke_Emory_Exp8_100 OT II CD11cDTR-100ngDT;Duke_Emory_Exp8_no OT II WT_naive_100ngDT;Duke_Emory_Exp9_langerin-DTR-LN-CpG;Duke_Emory_Exp9_wt-LN-CpG;Duke_Emory_Exp7_papain_day6;Duke_Emory_Exp7_papain_day5;Duke_Emory_Exp7_papain_day7;Duke_Emory_Exp8_CD11c-WT chimera 800DT;Duke_Emory_Exp9_wt-LN-PBS;Duke_Emory_Exp7_LPS earcut 48h;Duke_Emory_Exp8_1000000 OT II CD11cDTR-100ngDT;Duke_Emory_Exp7_LPS_day3;Duke_Emory_Exp8_CD11c-DTR_800ngDT;Duke_Emory_Exp36_PBS_4get;Duke_Emory_Exp13_PBS;Duke_Emory_Exp8_CD11c-DTR_PBS;Duke_Emory_Exp8_CD11c-WT chimera no DT;Duke_Emory_Exp36_papain_4get;Duke_Emory_Exp7_naive;Duke_Emory_Exp8_CD11cDTR-800ngDT;Duke_Emory_Exp9_langerin-DTR-sp-papain;Duke_Emory_Exp14_WT_OVA_papain;Duke_Emory_Exp7_BMW245c inhibitor;Duke_Emory_Exp8_10000 OT II WT-100ngDT;Duke_Emory_Exp9_langerin-DTR-LN-PBS;Duke_Emory_Exp7_LPS earcut_WT;Duke_Emory_Exp7_Ca2++ inhibitor;Duke_Emory_Exp7_LPS_day 0;Duke_Emory_Exp8_CD11cDTR-no DT;Duke_Emory_Exp7_inhibitor;Duke_Emory_Exp36_CpG_WT;Duke_Emory_Exp7_papain positive control;Duke_Emory_Exp8_no OT II WT-100ngDT;Duke_Emory_Exp9_langerin-DTR-LN-LPS;Duke_Emory_Exp8_WT 800ngDT;Duke_Emory_Exp9_wt-sp-PBS;Duke_Emory_Exp7_papain earcut;Duke_Emory_Exp9_langerin-DTR-LN-papain;Duke_Emory_Exp9_wt-sp-CpG;Duke_Emory_Exp9_langerin-DTR-sp-LPS;Duke_Emory_Exp8_1000000 OTII-WT-100ngDT;Duke_Emory_Exp7_papain intact;Duke_Emory_Exp8_100 OTII-WT-100ngDT;Duke_Emory_Exp36_papain_WT		Flow Cytometry (281)		20495560		6	ARM1649;ARM1656;ARM1700;ARM1680;ARM1673;ARM1710;ARM1661;ARM1707;ARM1663;ARM1677;ARM1653;ARM1648;ARM1669;ARM1645;ARM1676;ARM1665;ARM1658;ARM1713;ARM1643;ARM1670;ARM1702;ARM1682;ARM1704;ARM1675;ARM1654;ARM1685;ARM1694;ARM1708;ARM1679;ARM1662;ARM1647;ARM1683;ARM1687;ARM1681;ARM1699;ARM1672;ARM1690;ARM1711;ARM1678;ARM1696;ARM1689;ARM1698;ARM1693;ARM1667;ARM1655;ARM1668;ARM1671;ARM1697;ARM1691;ARM1688;ARM1657;ARM1712;ARM1652;ARM1706;ARM1646;ARM1659;ARM1703;ARM1660;ARM1695;ARM1674;ARM1686;ARM1709;ARM1644;ARM1701;ARM1705;ARM1692;ARM1650;ARM1666;ARM1664;ARM1684;ARM1651		N	2024-07-25	Not Specified	CD11c (13);CD205 (13);CD4 (256);CD45RO (13);Cd8a (197);IL10 (46);IL13 (16);IL17 (40);IL4 (158)		Immune Response	HHSN266200500019C	52.1		281	2014-01-17	TH2 cell differentiation was investigated by measuring IL-4 output after OVA plus papain challenge in normal and dendritic-cell depleted mice. The role of migrating dermal dendritic cells in OVA plus papain challenge by blocking migration and depleting dendritic cell subtypes.	Lymph node;Skin of body;Basophils;Spleen			SDY258	Multiscale Systems Immunology for Adjuvant Development	Thomas Kepler: Duke University	Mus musculus	DR7		N		Not Specified	Flow Cytometry		10.21430/M3F0JEOKSX
N			Durable protection against the SARS-CoV-2 Omicron variant is induced by an adjuvanted subunit vaccine	49.0	SeroNet	DR50	Group 1 macaques;Group 2 macaques;Group 4 macaques, unvaccinated controls;Group 3 macaques		ELISA (0);Flow Cytometry (0);PCR (0);Plaque Reduction Neutralization Assay (0);Pseudovirus Neutralization Assay (0)		35976993	0.0-89.0	12	ARM7673;ARM7674;ARM7675;ARM7676	0	N	2023-12-15			89	Vaccine Response	U54CA260517	50.0			2023-08-25	To evaluate the durability of immune protection after a booster immunization with RBD-Wu or RBD-beta against the immune-evasive Omicron BA.1 variant.			89.0	SDY2344	Mechanisms and Duration of Immunity to SARS-CoV-2	Mehul Suthar: Emory University;Taia Wang: Stanford University;Alba Grifoni: La Jolla Institute of Immunology		DR49	COVID-19	N		Years	Pseudovirus Neutralization Assay;ELISA;Flow Cytometry;PCR;Plaque Reduction Neutralization Assay	0.0	10.21430/M3FBIXLU6O
N	Male		MaHPIC: Host M. mulatta infected with homologous and heterologous strains of P. cynomolgi	29.0	Systems Biology for Infectious Diseases Research	DR29	Experimental cohort of 6 non-human primates		Cytometric Bead Array Assay (82);ELISA (1117);Flow Cytometry (2253)			4.5-5.8	21	ARM4720	   4.50	N	2019-01-16	Male	B7 (76);B7-2 (76);Caspase-3 (159);CCR5 (82);CCR6 (82);CCR7 (40);CD11c (152);CD123 (152);CD138 (76);CD14 (552);CD154 (82);CD16 (1853);CD19 (155);CD20 (552);CD21 (155);CD27 (155);CD28 (245);CD3 (552);CD38 (78);CD4 (245);CD41 (1701);CD45RA (2253);CD63 (1701);CD64 (1701);CD8 (397);CD83 (76);CD95 (245);Csf3 (82);CXCL11 (82);CXCL12 (82);CXCL13 (82);CXCL9 (82);CXCR3 (82);CXCR5 (82);Eotaxin (82);FGFB (82);GMCSF (82);GranB (82);HLADR (152);ICAM1 (82);IFNA (82);IFNG (82);IgD (155);IgG (1466);IgM (1265);IL10 (82);IL12p40 (82);IL12p70 (82);IL13 (82);IL15 (82);IL17A (82);IL17F (82);IL1B (82);IL1RN (82);IL2 (82);IL23 (82);IL4 (82);IL5 (82);IL6 (82);IL7 (82);IL8 (82);IP-10 (82);Ki67 (159);MCP1 (82);MCP3 (82);MIF (82);MIP1A (82);MIP1B (82);NGF (82);PD1 (119);PDGFB (82);RANTES (82);TGFA (82);TGFB1 (82);TNFA (82);TNFB (82);TRAIL (82);VCAM1 (82);VEGFA (82)	   5.80	Infection Response	272201200031C	29.0		6	2019-01-16	MaHPIC Experiments E23, E24, E25: M. mulatta infected with P. cynomolgi B strain and P. cynomolgi strain ceylonensis in homologous and heterologous challenges to produce and integrate clinical, hematological, parasitological, and omics measures of acute primary malaria infection and relapses in non-human primates	Whole blood		5.8	SDY1409	Integrated Approach To Host-Pathogen Interactions	Tracey Lamb: Emory University;Rabindra Tirouvaniziam: Emory University;Monica Cabrera: Emory University;Jeremy DeBarry: University of Georgia;Mary Galinski: Emory University;Jay Humphrey: University of Georgia;Ebru Karpuzoglu: Emory University;Jessica Kissinger: University of Georgia;Regina Joice: Emory University;Chet Joyner: Emory University;Esmeralda Meyer: Emory University;Alberto Moreno: Emory University;Vishal Nayak: University of Georgia;Mustafa Nural: University of Georgia;Suman Pakala: University of Georgia;Celia Saney: Emory University;Stephanie Soderberg: Emory University;F. Eun-Hyung Lee: Emory University	Macaca mulatta	DR29	malaria	N		Years	ELISA;Flow Cytometry;Cytometric Bead Array Assay	4.5	10.21430/M3TSYO4T3L
N			Omicron spike function and neutralizing activity elicited by a comprehensive panel of vaccines	51.0	SeroNet	DR51	Two doses of Sputnik V;2 doses of Pfizer BNT162b2;Two doses of Sinopharm BBIBP-CorV + one dose of BNT162b2 or mRNA-1273;Two doses NVX-CoV2373 + one dose of BNT162b2 or NVX-CoV2373;Two doses of Sputnik V + one dose of AZD1222 or BNT162b2;Two doses of AZD1222;Two doses of Sinopharm BBIBPCorV;One dose of Ad26.COV2.S + one dose of Ad26.COV2.S or BNT162b2;Two doses of NVX-CoV2373;One dose of Ad26.COV2.S;Three doses of Moderna mRNA-1273 or Pfizer BNT162b2;2 doses of Moderna mRNA-1273;One time COVID-19 infected samples;Two doses of AZD1222  + one dose of BNT162b2 or mRNA-1273		ELISA (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0);Surface Plasmon Resonance (0)		35857529	17.0-79.0	2	ARM8734;ARM8735;ARM8724;ARM8730;ARM8732;ARM8726;ARM8731;ARM8733;ARM8725;ARM8728;ARM8736;ARM8729;ARM8727;ARM8737	17	N	2024-03-28			79	Vaccine Response	U01CA260541	51.0			2024-03-28	To assess spike mutation impact on ACE2 binding, fusogenicity, and neutralizing activity elicited by infection or seven clinical vaccines relative to the ancestral virus.			79.0	SDY2558	SARS-CoV-2 correlates of protection in a Latino-origin population	Daniela Weiskopf: La Jolla Institute For Immunology		DR51	COVID-19	N		Years	ELISA;Surface Plasmon Resonance;Flow Cytometry;Pseudovirus Neutralization Assay	17.0	10.21430/m3fjy3o5gg
N	Female;Male	Not Hispanic or Latino	Immune Responses to Seasonal TIV 2012-2013 Influenza Vaccination in Humans (see companion study SDY396,SDY224)	23.0	Modeling Immunity for Biodefense II	DR23	TIV 2012		ELISA (351);ELISPOT (9504);Flow Cytometry (908);Hemagglutination Inhibition (381)			20.0-58.0	13	ARM2699	  20.00	N	2017-09-29	Female, Male	B7-2 (108);BDCA1 (108);BDCA2, CD303 (108);BDCA3 (108);CCR10 (216);CD11c (108);CD138 (324);CD14 (108);CD16 (108);CD19 (432);CD20 (432);CD27 (324);CD3 (908);CD38 (324);CD4 (584);CD45RA (476);CD56 (108);CD62L (216);CD69 (476);CD8 (584);CXCR5 (108);GMCSF (476);HLADR (108);IFNG (476);IgG (6093);IgM (1965);IL2 (476);Ki67 (800);MCP1 (108);MIP1B (476);TNFA (476)	  58.00	Vaccine Response	HHSN272201000055C	23.0	White;Black or African American	10	2017-09-29	To use system biology approaches to compare differences in immune responses to vaccine	Serum;PBMC		58.0	SDY564	University of Rochester Center for Biodefense Immune Modeling II	Hulin Wu: University of Rochester Center for Biodefense Immune Modeling;Martin Zand: University of Rochester Center for Biodefense Immune Modeling	Homo sapiens	DR23	influenza	N		Years	ELISA;Hemagglutination Inhibition;Flow Cytometry;ELISPOT	20.0	10.21430/M3ZLPC4WQZ
